Datetime, Tidal Height (m)
2019-01-30 06:15:04, 3.4045945945945943
2019-02-05 06:14:16, 3.0262253968253967
2019-02-11 06:15:03, 5.28884014423077
2019-02-17 06:14:16, 1.0847539461467042
2019-02-23 06:15:03, 5.001744469026548
2019-03-01 06:14:16, 2.964460732984293
2019-03-07 06:15:03, 3.1183678571428572
2019-03-13 06:14:16, 5.556583124477861
2019-03-19 06:15:03, 1.3919147465437787
2019-03-25 06:14:16, 5.255698229407236
2019-03-31 06:15:03, 2.3438280000000002
2019-04-06 06:14:16, 3.147059748427673
2019-04-12 06:15:04, 5.806706326723323
2019-04-24 06:15:04, 5.216812448812449
2019-04-30 06:14:17, 1.8355472910927455
2019-05-06 06:15:05, 3.2749237089201877
2019-05-12 06:14:18, 4.822434903047092
2019-05-18 06:15:05, 1.910823754789272
2019-05-24 06:14:18, 5.129817010309278
2019-05-30 06:15:06, 1.6841709401709402
2019-06-05 06:14:19, 3.696785657998424
2019-06-11 06:15:06, 3.9348197674418603
2019-06-17 06:14:20, 2.338456057007126
2019-06-23 06:15:07, 5.233476128472222
2019-07-05 06:15:08, 4.328205490196079
2019-07-11 06:14:21, 3.342832857142857
2019-07-17 06:15:09, 2.7996176470588234
2019-07-23 06:14:22, 5.356529411764705
2019-07-29 06:15:09, 1.4243630136986303
2019-08-04 06:14:23, 4.8695383720930225
2019-08-10 06:15:10, 3.02713698630137
2019-08-16 06:14:23, 3.1334347464671652
2019-08-22 06:15:11, 5.303281434599156
2019-08-28 06:14:24, 0.8038787878787872
2019-09-03 06:15:12, 5.139414519906324
2019-09-09 06:14:25, 2.6733735478105456
2019-09-15 06:15:12, 3.2356
2019-09-21 06:14:25, 5.350386597938145
2019-09-27 06:15:13, 1.2537658634538151
2019-10-03 06:14:25, 5.173913902053712
2019-10-09 06:15:13, 2.2476444444444446
2019-10-15 06:14:25, 3.244360228198859
2019-10-21 06:15:13, 5.43852380952381
2019-10-27 06:14:25, 1.6946924603174605
2019-11-02 06:15:13, 5.0070481304693715
2019-11-08 06:14:25, 2.023241811175337
2019-11-14 06:15:13, 3.3849394299287408
2019-11-20 06:14:25, 4.827483237547893
2019-11-26 06:15:12, 2.0741092636579572
2019-12-02 06:14:25, 4.9281658692185015
2019-12-08 06:15:12, 2.127689655172414
2019-12-14 06:14:24, 3.7537622377622375
2019-12-20 06:15:11, 4.337433234421365
2019-12-26 06:14:24, 2.4991184834123223
2020-01-01 06:15:11, 5.082380158730159
2020-01-07 06:14:23, 2.141293183940243
2020-01-13 06:15:10, 4.166292974588939
2020-01-19 06:14:23, 3.908276041666667
2020-01-25 06:15:10, 2.91816510172144
2020-01-31 06:14:22, 5.251012789768186
2020-02-06 06:15:10, 1.6981652661064426
2020-02-12 06:14:22, 4.552913553113553
2020-02-18 06:15:09, 3.358748677248677
2020-02-24 06:14:22, 3.1783372365339577
2020-03-01 06:15:09, 5.278071428571429
2020-03-07 06:14:22, 0.8688713450292398
2020-03-13 06:15:09, 4.979069042316258
2020-03-19 06:14:22, 2.652660606060606
2020-03-25 06:15:09, 3.189189737470167
2020-03-31 06:14:22, 5.422951388888889
2020-04-06 06:15:10, 1.261191570881226
2020-04-12 06:14:23, 5.304777000777001
2020-04-18 06:15:10, 1.9247296099290785
2020-04-24 06:14:23, 3.1957251602564103
2020-04-30 06:15:11, 5.501397716894977
2020-05-06 06:14:24, 1.4655963718820861
2020-05-12 06:15:11, 5.398003284072249
2020-05-18 06:14:24, 1.542272479564033
2020-05-24 06:15:12, 3.3457391304347825
2020-05-30 06:14:25, 4.767701804368471
2020-06-05 06:15:13, 1.837070276497696
2020-06-11 06:14:26, 5.481347826086957
2020-06-17 06:15:14, 1.5137335216572505
2020-06-23 06:14:27, 3.782292771084337
2020-06-29 06:15:14, 4.1185053763440855
2020-07-05 06:14:27, 2.4494441805225655
2020-07-11 06:15:15, 5.54583984375
2020-07-17 06:14:28, 1.4843782771535583
2020-07-23 06:15:16, 4.309215130023641
2020-07-29 06:14:29, 3.5740467422096316
2020-08-04 06:15:16, 3.0038689320388348
2020-08-10 06:14:29, 5.4286791237113405
2020-08-16 06:15:17, 1.2719639889196674
2020-08-22 06:14:30, 4.733418604651162
2020-08-28 06:15:18, 3.0648544474393526
2020-09-03 06:14:31, 3.305299671592775
2020-09-09 06:15:18, 5.207533163265306
2020-09-15 06:14:31, 0.9615389718076286
2020-09-21 06:15:19, 4.999708914728682
2020-09-27 06:14:31, 2.4964471326164874
2020-10-03 06:15:19, 3.3157450248756213
2020-10-09 06:14:32, 5.160685813751088
2020-10-15 06:15:19, 1.2311314724919094
2020-10-21 06:14:31, 5.10657785602504
2020-10-27 06:15:19, 1.9947913165266105
2020-11-02 06:14:32, 3.3010203748981253
2020-11-08 06:15:19, 5.280088541666667
2020-11-14 06:14:32, 1.6156555023923445
2020-11-20 06:15:19, 5.10852068696331
2020-11-26 06:14:31, 1.9082188983855657
2020-12-02 06:15:18, 3.4583078758949886
2020-12-14 06:15:18, 2.047501182033097
2020-12-20 06:14:30, 5.2365517241379305
2020-12-26 06:15:17, 1.9981728395061724
2021-01-01 06:14:30, 3.8060556844547566
2021-01-07 06:15:17, 4.7082552552552555
2021-01-13 06:14:29, 2.587785769528229
2021-01-19 06:15:16, 5.397955766192733
2021-01-25 06:14:29, 1.764834280303031
2021-01-31 06:15:16, 4.1131640449438205
2021-02-06 06:14:28, 4.198376313276027
2021-02-12 06:15:15, 2.9904166666666665
2021-02-18 06:14:28, 5.415051344743277
2021-02-24 06:15:15, 1.197321937321937
2021-03-02 06:14:28, 4.475023598820059
2021-03-08 06:15:15, 3.3049609374999998
2021-03-14 06:14:28, 3.255460536398467
2021-03-20 06:15:15, 5.283587786259542
2021-03-26 06:14:28, 1.024
2021-04-01 06:15:15, 4.907167042889391
2021-04-07 06:14:28, 2.3830354609929083
2021-04-13 06:15:16, 3.2769714285714286
2021-04-19 06:14:29, 5.313128584229391
2021-04-25 06:15:17, 1.0807780373831775
2021-05-01 06:14:29, 5.29688286163522
2021-05-07 06:15:17, 1.5403102493074785
2021-05-13 06:14:30, 3.2979756097560977
2021-05-19 06:15:17, 5.172580365296803
2021-05-25 06:14:31, 1.2864544753086418
2021-05-31 06:15:18, 5.633222493887531
2021-06-06 06:14:31, 1.4021571038251368
2021-06-12 06:15:19, 3.5105376740376744
2021-06-18 06:14:32, 4.7401194605009636
2021-06-24 06:15:20, 1.7960436137071651
2021-06-30 06:14:33, 5.900164588528678
2021-07-06 06:15:21, 1.4413333333333327
2021-07-12 06:14:33, 3.8970631067961166
2021-07-18 06:15:21, 4.367135174418604
2021-07-24 06:14:34, 2.547875197472354
2021-07-30 06:15:22, 5.801904027420737
2021-08-05 06:14:35, 1.2731291079812204
2021-08-17 06:14:36, 3.858542372881356
2021-08-23 06:15:23, 3.0893656299840506
2021-08-29 06:14:36, 5.4325
2021-09-04 06:15:24, 1.073566502463054
2021-09-10 06:14:37, 4.606235981308411
2021-09-16 06:15:24, 3.1152419354838705
2021-09-22 06:14:37, 3.3785895883777246
2021-09-28 06:15:25, 5.112279914529915
2021-10-04 06:14:38, 1.2220845528455284
2021-10-10 06:15:25, 4.840687984496124
2021-10-16 06:14:38, 2.3947005494505498
2021-10-22 06:15:25, 3.3814405052974736
2021-10-28 06:14:38, 5.028709424083769
2021-11-03 06:15:25, 1.2515426829268292
2021-11-09 06:14:37, 5.014656612529003
2021-11-15 06:15:25, 1.8996093749999994
2021-11-21 06:14:37, 3.3930442834138486
2021-11-27 06:15:24, 5.191468926553672
2021-12-03 06:14:37, 1.5770076305220884
2021-12-09 06:15:24, 5.254031890660593
2021-12-15 06:14:36, 1.8316363636363642
2021-12-21 06:15:23, 3.5833855898653995
2022-01-02 06:15:22, 2.0766493710691822
2022-01-14 06:15:22, 1.7828342644320299
2022-01-26 06:15:21, 4.9987337278106505
2022-02-07 06:15:21, 5.725211401425177
2022-02-19 06:15:21, 4.102975113122172
2022-03-03 06:15:21, 2.9394474272930644
2022-03-15 06:15:21, 0.9839987654320987
2022-03-27 06:15:21, 3.2684392764857884
2022-04-08 06:15:21, 5.286629581151832
2022-04-20 06:15:22, 4.783912240184758
2022-05-02 06:15:22, 3.3702735849056604
2022-05-14 06:15:23, 0.9437861111111112
2022-05-26 06:15:24, 1.3698742857142854
2022-06-07 06:15:25, 4.883300469483568
2022-06-19 06:15:26, 5.8223276836158195
2022-07-01 06:15:26, 3.693262376237624
2022-07-13 06:15:27, 1.8676698337292164
2022-07-25 06:15:28, 1.3271307550644567
2022-08-06 06:15:29, 4.561323890462701
2022-08-18 06:15:29, 5.906426160337553
2022-08-30 06:15:30, 4.22054892601432
2022-09-11 06:15:31, 3.088171011058452
2022-09-23 06:15:30, 1.2140452261306534
2022-10-05 06:15:31, 3.211850732600733
2022-10-17 06:15:31, 5.021402284263959
2022-10-29 06:15:31, 4.675517094017094
2022-11-10 06:15:30, 3.4242243436754176
2022-11-22 06:15:31, 1.3361964140179299
2022-12-04 06:15:30, 2.0084428571428568
2022-12-16 06:15:29, 5.0656388888888895
2022-12-28 06:15:28, 5.359133928571429
2023-01-09 06:15:28, 3.655723004694836
2023-01-21 06:15:27, 2.1217447552447553
2023-02-14 06:15:27, 4.991935897435898
2023-02-26 06:15:27, 5.917425
2023-03-10 06:15:26, 4.13027969348659
2023-03-22 06:15:27, 2.896011086474501
2023-04-03 06:15:27, 1.0108824257425744
2023-04-15 06:15:28, 3.2392314335060446
2023-04-27 06:15:28, 5.160020427112349
2023-05-09 06:15:28, 4.6659403921568625
2023-05-21 06:15:29, 3.5244108527131788
2023-06-02 06:15:30, 1.0994430992736077
2023-06-14 06:15:30, 1.4895402298850575
2023-06-26 06:15:31, 4.6577883522727275
2023-07-08 06:15:32, 5.820766505636071
2023-07-20 06:15:32, 3.893605306799337
2023-08-01 06:15:33, 2.0734465558194772
2023-08-13 06:15:34, 1.0325996168582376
2023-08-25 06:15:35, 4.596575091575091
2023-09-06 06:15:35, 5.844137572734829
2023-09-18 06:15:36, 4.188211538461538
2023-09-30 06:15:36, 3.091250585480094
2023-10-12 06:15:35, 1.3313273960983887
2023-10-24 06:15:36, 3.3535754189944136
2023-11-05 06:15:36, 5.07452
2023-11-17 06:15:35, 4.487968992248062
2023-11-29 06:15:35, 3.456374031007752
2023-12-11 06:15:35, 1.45736895986896
2023-12-23 06:15:34, 2.1887046533713193
2024-01-04 06:15:33, 4.973875366568914
2024-01-16 06:15:32, 5.39675723830735
2024-01-28 06:15:32, 3.873333333333333
2024-02-09 06:15:32, 2.179331790123457
2024-02-21 06:15:32, 0.990789644012945
2024-03-04 06:15:32, 4.791882783882784
2024-03-16 06:15:32, 5.975808153477218
2024-03-28 06:15:32, 4.124701095461659
2024-04-09 06:15:33, 2.8930596026490067
2024-04-21 06:15:33, 1.0952776412776413
2024-05-03 06:15:33, 3.2553276315789472
2024-05-15 06:15:33, 4.784177777777778
2024-05-27 06:15:33, 4.529256038647343
2024-06-08 06:15:32, 3.6060308641975305
2024-06-20 06:15:32, 1.3153825944170772
2024-07-02 06:15:31, 1.8492669491525429
2024-07-14 06:15:31, 4.516580992509363
2024-07-26 06:15:30, 5.707493975903614
